Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	13:00:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	13:00:00:000	2.85604e-308	32.2	11.9343	757.999	77.6755	657.691	28.9934	30.7217	30.5087	38.7792	157
DATA	2015-12-02	13:01:00:000	2.85604e-308	32.2	11.9325	782.884	76.7673	674.733	28.9889	30.7174	30.5052	38.8217	140
DATA	2015-12-02	13:02:00:000	2.85604e-308	32.2	11.9334	805.664	76.8423	693.63	29.0169	30.7812	30.5101	38.8379	 62
DATA	2015-12-02	13:03:00:000	2.85604e-308	32.2	11.933	812.376	76.8753	707.518	29.0163	30.8489	30.5276	38.9271	 74
DATA	2015-12-02	13:04:00:000	2.85604e-308	32.2	11.9325	807.848	77.3145	711.3	28.9972	30.8352	30.5357	38.9717	 24
DATA	2015-12-02	13:05:00:000	2.85604e-308	32.2	11.933	804.889	77.6196	699.53	29.0169	30.8489	30.5479	38.8947	 62
DATA	2015-12-02	13:06:00:000	2.85604e-308	32.2	11.9346	632.599	77.2369	591.231	29.0194	30.796	30.5742	38.844	 26
DATA	2015-12-02	13:07:00:000	2.85604e-308	32.2	11.9382	304.82	76.949	271.535	29.0271	30.8143	30.5914	38.7893	 15
DATA	2015-12-02	13:08:00:000	2.85604e-308	32.2	11.9343	508.887	77.1747	376.767	28.9889	30.8489	30.6226	38.7731	163
DATA	2015-12-02	13:09:00:000	2.85604e-308	32.2	11.9318	817.977	78.4114	665.854	29.0105	30.8578	30.625	38.8217	 80
DATA	2015-12-02	13:10:00:000	2.85604e-308	32.2	11.9387	787.412	77.8585	675.814	28.9584	30.8546	30.6317	38.8217	146
DATA	2015-12-02	13:11:00:000	2.85604e-308	32.2	11.9371	850.767	77.9557	699.983	29.0175	30.8507	30.6566	38.842	 96
DATA	2015-12-02	13:12:00:000	2.85604e-308	32.2	11.938	756.608	77.024	698.113	29.0576	30.8783	30.6984	38.8359	 38
DATA	2015-12-02	13:13:00:000	2.85604e-308	32.2	11.9387	217.731	76.527	226.732	29.0105	30.8574	30.7255	38.7711	 53
DATA	2015-12-02	13:14:00:000	2.85604e-308	32.2	11.9325	204.047	76.7025	162.608	29.0163	30.8412	30.7213	38.9251	 81
DATA	2015-12-02	13:15:00:000	2.85604e-308	32.2	11.9378	250.323	76.8557	191.07	29.0315	30.8394	30.6991	38.8096	 72
DATA	2015-12-02	13:16:00:000	2.85604e-308	32.2	11.9371	324.641	76.344	261.546	29.0518	30.8362	30.7037	38.8055	 50
DATA	2015-12-02	13:17:00:000	2.85604e-308	32	11.9375	545.788	76.752	420.927	29.1211	30.8369	30.7072	38.8339	237
DATA	2015-12-02	13:18:00:000	2.85604e-308	32	11.9385	799.983	76.9261	641.175	29.1898	30.8224	30.7217	38.8906	 55
DATA	2015-12-02	13:19:00:000	2.85604e-308	32	11.9378	943.714	76.2099	835.283	29.1307	30.8263	30.7343	38.8906	 36
DATA	2015-12-02	13:20:00:000	2.85604e-308	32	11.9373	973.843	76.8626	856.75	29.1408	30.8246	30.7386	38.9332	245
DATA	2015-12-02	13:21:00:000	2.85604e-308	32	11.938	929.534	77.753	809.391	29.13	30.8172	30.7403	39.0041	 59
DATA	2015-12-02	13:22:00:000	2.85604e-308	32	11.9375	574.765	77.3857	564.127	29.1688	30.7699	30.7512	38.9109	 51
DATA	2015-12-02	13:23:00:000	2.85604e-308	32	11.9373	715.12	77.7441	603.834	29.2196	30.796	30.7396	38.9332	178
DATA	2015-12-02	13:24:00:000	2.85604e-308	32	11.9398	680.383	78.8404	549.772	29.2679	30.8302	30.734	38.8521	242
DATA	2015-12-02	13:25:00:000	2.85604e-308	32	11.9346	548.946	78.679	494.28	29.2845	30.7967	30.7287	38.9839	229
DATA	2015-12-02	13:26:00:000	2.85604e-308	32	11.9394	736.728	78.5316	529.138	29.3404	30.7759	30.7217	39.1014	 26
DATA	2015-12-02	13:27:00:000	2.85604e-308	32	11.9371	870.727	77.4581	627.944	29.3417	30.8299	30.7122	38.9514	 37
DATA	2015-12-02	13:28:00:000	2.85604e-308	32	11.9373	500.089	78.9713	457.348	29.3582	30.868	30.7273	38.8663	249
DATA	2015-12-02	13:29:00:000	2.85604e-308	32	11.9375	460.884	79.7123	346.056	29.327	30.9044	30.7731	38.8683	237
