Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	16:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-01	16:30:00:000	3.13512e-308	30.8	11.9451	643.741	73.8908	7037.2	29.2578	30.7667	30.5315	40.0498	 60
DATA	2015-12-01	16:31:00:000	3.13512e-308	30.8	11.9494	614.406	74.6732	6242.18	29.3054	30.7579	30.557	39.9951	 68
DATA	2015-12-01	16:32:00:000	3.13512e-308	30.8	11.9449	654.823	75.5108	6675.14	29.3664	30.7491	30.556	40.1025	 54
DATA	2015-12-01	16:33:00:000	3.13512e-308	30.8	11.9494	658.616	75.6697	6446.94	29.3067	30.7526	30.5833	39.8249	147
DATA	2015-12-01	16:34:00:000	3.13512e-308	30.8	11.9449	647.196	76.1203	6229.46	29.2107	30.7579	30.6289	39.7762	131
DATA	2015-12-01	16:35:00:000	3.13512e-308	30.8	11.9497	648.805	75.7377	6303.15	29.1154	30.7653	30.6415	39.7296	126
DATA	2015-12-01	16:36:00:000	3.13512e-308	30.8	11.9451	652.281	76.0358	6399.67	29.2088	30.7769	30.61	39.9404	 28
DATA	2015-12-01	16:37:00:000	3.13512e-308	30.8	11.9499	642.708	74.7545	6726.18	29.2095	30.79	30.6271	39.9688	 45
DATA	2015-12-01	16:38:00:000	3.13512e-308	30.8	11.9437	636.909	73.9938	6763.12	29.1885	30.8143	30.6767	40.1106	127
DATA	2015-12-01	16:39:00:000	3.13512e-308	30.8	11.9494	645.468	73.6995	6764.31	29.2654	30.8267	30.696	40.0093	 86
DATA	2015-12-01	16:40:00:000	3.13512e-308	30.8	11.9435	646.779	73.3913	7340.27	29.334	30.8394	30.7181	40.368	  9
DATA	2015-12-01	16:41:00:000	3.13512e-308	30.8	11.9494	649.937	73.5572	7113.06	29.4815	30.856	30.7262	40.3437	 63
DATA	2015-12-01	16:42:00:000	3.13512e-308	30.8	11.9439	645.19	73.4937	7267.58	29.566	30.8655	30.7474	40.3417	 30
DATA	2015-12-01	16:43:00:000	3.13512e-308	30.8	11.9492	643.363	72.9395	7230.04	29.5863	30.8652	30.7569	40.4126	114
DATA	2015-12-01	16:44:00:000	3.13512e-308	31.1	11.9419	647.375	72.9948	7133.12	29.6594	30.8542	30.7491	40.1998	128
DATA	2015-12-01	16:45:00:000	3.13512e-308	30.8	11.9478	647.375	72.1526	7196.48	29.6759	30.868	30.7438	40.3538	 93
DATA	2015-12-01	16:46:00:000	3.13512e-308	30.8	11.9423	630.414	72.3566	6665.8	29.6588	30.8666	30.7664	40.2241	 67
DATA	2015-12-01	16:47:00:000	3.13512e-308	31.1	11.9494	638.835	72.302	6935.11	29.6906	30.8726	30.7776	40.3761	 67
DATA	2015-12-01	16:48:00:000	3.13512e-308	31.1	11.9497	636.213	71.9772	7191.51	29.7662	30.8694	30.7558	40.4369	132
DATA	2015-12-01	16:49:00:000	3.13512e-308	31.1	11.9492	626.581	73.8349	6877.52	29.7999	30.8599	30.7516	40.2667	157
DATA	2015-12-01	16:50:00:000	3.13512e-308	31.1	11.9437	600.226	74.0059	6627.47	29.7185	30.8733	30.7685	40.0721	 97
DATA	2015-12-01	16:51:00:000	3.13512e-308	31.1	11.9481	587.217	74.7062	6318.24	29.5107	30.8673	30.7695	39.76	 15
DATA	2015-12-01	16:52:00:000	3.13512e-308	31.1	11.9488	422.514	75.9557	4602.88	29.2457	30.832	30.7822	39.6242	 62
DATA	2015-12-01	16:53:00:000	3.13512e-308	31.1	11.9474	327.143	76.9827	2908.78	29.0722	30.8341	30.7833	39.6344	116
DATA	2015-12-01	16:54:00:000	3.13512e-308	31.1	11.9492	337.828	77.5662	3005.9	29.0042	30.8546	30.759	39.5695	 19
DATA	2015-12-01	16:55:00:000	3.13512e-308	31.1	11.949	260.809	77.7104	2439.87	29.0048	30.8309	30.7618	39.5452	 64
DATA	2015-12-01	16:56:00:000	3.13512e-308	31.1	11.9492	236.619	77.16	2292.9	29.0696	30.8175	30.7555	39.5695	234
DATA	2015-12-01	16:57:00:000	3.13512e-308	31.1	11.9476	265.933	76.7704	2524.87	29.083	30.8108	30.7569	39.4641	 73
DATA	2015-12-01	16:58:00:000	3.13512e-308	31.1	11.9494	529.483	77.3107	4693.45	29.0144	30.8101	30.7301	39.5027	 96
DATA	2015-12-01	16:59:00:000	3.13512e-308	31.1	11.9437	554.03	76.3758	5482.31	28.9807	30.8041	30.7442	39.7114	 57
