Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	09:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	09:30:00:000	3.13512e-308	31.7	11.9517	392.127	80.5773	5937.12	28.4538	30.108	30.0169	34.1849	 54
DATA	2015-12-02	09:31:00:000	3.13512e-308	31.7	11.9497	396.377	80.454	5908.91	28.6381	30.1177	30.0193	34.2639	 69
DATA	2015-12-02	09:32:00:000	3.13512e-308	32	11.9497	402.594	78.1191	5668.6	28.5294	30.1208	30.0214	34.0998	217
DATA	2015-12-02	09:33:00:000	3.13512e-308	32	11.9515	411.571	79.3743	5687.67	28.3801	30.1218	30.0241	34.1545	248
DATA	2015-12-02	09:34:00:000	3.13512e-308	32	11.9465	426.982	78.2932	5817.95	28.15	30.1242	30.0307	33.8343	159
DATA	2015-12-02	09:35:00:000	3.13512e-308	32	11.951	443.526	78.2049	6256.08	27.9072	30.1315	30.0324	33.8464	198
DATA	2015-12-02	09:36:00:000	3.13512e-308	32.2	11.9515	456.157	79.6907	6320.03	27.8056	30.1356	30.0327	33.8971	103
DATA	2015-12-02	09:37:00:000	3.13512e-308	32.2	11.951	463.923	78.7845	6355.78	27.7477	30.1547	30.0362	33.9883	 81
DATA	2015-12-02	09:38:00:000	3.13512e-308	32.2	11.9506	467.835	79.9456	6498.77	27.7986	30.1661	30.0448	34.0146	140
DATA	2015-12-02	09:39:00:000	3.13512e-308	32.2	11.9531	477.289	78.78	6604.43	27.7846	30.174	30.049	33.8059	179
DATA	2015-12-02	09:40:00:000	3.13512e-308	32.5	11.9513	467.339	78.8131	6609.99	27.8056	30.1875	30.0507	34.0633	112
DATA	2015-12-02	09:41:00:000	3.13512e-308	32.5	11.9529	520.545	79.5204	6679.5	27.8145	30.1896	30.0548	33.9214	 64
DATA	2015-12-02	09:42:00:000	3.13512e-308	32.5	11.9508	520.406	77.0984	6852.49	27.7878	30.1519	30.0569	33.7998	139
DATA	2015-12-02	09:43:00:000	3.13512e-308	32.5	11.9524	520.287	77.0323	6906.51	27.8297	30.1585	30.0548	34.0086	103
DATA	2015-12-02	09:44:00:000	3.13512e-308	32.5	11.9506	451.709	77.8229	6086.47	27.8945	30.1637	30.0569	33.887	 84
DATA	2015-12-02	09:45:00:000	3.13512e-308	32.5	11.9533	476.951	78.9415	5990.34	27.8971	30.1578	30.0607	34.2112	117
DATA	2015-12-02	09:46:00:000	3.13512e-308	32.5	11.9458	275.645	81.9641	4308.35	27.9212	30.1391	30.0648	34.2943	108
DATA	2015-12-02	09:47:00:000	3.13512e-308	32.8	11.949	277.432	82.8646	3524.65	27.7058	30.1651	30.0703	34.3288	 63
DATA	2015-12-02	09:48:00:000	3.13512e-308	32.8	11.9504	242.656	80.1223	3253.96	27.5266	30.1554	30.0714	34.2599	100
DATA	2015-12-02	09:49:00:000	3.13512e-308	32.8	11.9538	308.891	79.8204	3700.62	27.5196	30.1623	30.0745	34.7179	118
DATA	2015-12-02	09:50:00:000	3.13512e-308	32.8	11.9513	302.139	80.2576	3813.03	27.6054	30.1699	30.0821	35.0827	 86
DATA	2015-12-02	09:51:00:000	3.13512e-308	32.8	11.954	351.433	79.0413	4375.09	27.6384	30.1564	30.0807	35.2387	 50
DATA	2015-12-02	09:52:00:000	3.13512e-308	32.8	11.9517	368.453	78.1693	4608.25	27.6518	30.1692	30.0814	35.4353	114
DATA	2015-12-02	09:53:00:000	3.13512e-308	32.8	11.9536	362.574	78.0936	4794.94	27.6327	30.1882	30.0831	35.5103	117
DATA	2015-12-02	09:54:00:000	3.13512e-308	32.8	11.9515	447.24	77.3755	5332.96	27.7229	30.2	30.0845	35.5812	162
DATA	2015-12-02	09:55:00:000	3.13512e-308	32.5	11.9476	640.086	78.5176	8492.38	27.8138	30.181	30.0976	35.7717	 82
DATA	2015-12-02	09:56:00:000	3.13512e-308	32.5	11.952	675.974	78.4781	8929.51	27.9168	30.1685	30.108	35.7758	 46
DATA	2015-12-02	09:57:00:000	3.13512e-308	32.5	11.9515	690.055	76.9904	9556.51	28.0185	30.2018	30.1132	35.8122	 97
DATA	2015-12-02	09:58:00:000	3.13512e-308	32.8	11.9515	611.586	77.4562	8791.08	28.0788	30.2097	30.1294	35.9622	132
DATA	2015-12-02	09:59:00:000	3.13512e-308	32.8	11.9481	598.399	76.9758	8253.05	28.1049	30.209	30.145	36.0453	 28
