Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	06:00:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	06:00:00:000	3.13512e-308	25.2	11.9504	0.0993028	94.4022	-821.83	24.8471	29.8955	30.0731	30.612	128
DATA	2015-12-02	06:01:00:000	3.13512e-308	25	11.9517	0.0993028	94.4365	-798.196	24.8268	29.8622	30.07	30.7539	 71
DATA	2015-12-02	06:02:00:000	3.13512e-308	25.2	11.9494	0.139024	94.6945	-747.949	24.891	29.8721	30.0672	30.843	111
DATA	2015-12-02	06:03:00:000	3.13512e-308	25	11.9513	0.0595817	94.5344	-762.646	24.8992	29.891	30.0631	30.6221	104
DATA	2015-12-02	06:04:00:000	3.13512e-308	25	11.9499	0.0198606	94.3997	-765.426	24.8185	29.8783	30.0586	30.8268	196
DATA	2015-12-02	06:05:00:000	3.13512e-308	25	11.9462	0.0794423	94.446	-761.653	24.8414	29.8975	30.0541	30.7012	 97
DATA	2015-12-02	06:06:00:000	3.13512e-308	25	11.9494	0.0595817	94.4416	-771.186	24.8179	29.9102	30.0576	30.7681	171
DATA	2015-12-02	06:07:00:000	3.13512e-308	25.2	11.9501	0.0794423	94.3157	-778.534	24.8103	29.9312	30.0572	30.5755	242
DATA	2015-12-02	06:08:00:000	3.13512e-308	25	11.9492	0.0794423	94.0863	-852.217	24.7906	29.9154	30.0596	30.5512	159
DATA	2015-12-02	06:09:00:000	3.13512e-308	25	11.9513	0.119163	94.1766	-823.022	24.7925	29.9212	30.0596	30.7133	 90
DATA	2015-12-02	06:10:00:000	3.13512e-308	25.2	11.9497	0.0993028	94.4778	-769.795	24.8331	29.9123	30.0621	30.8289	 18
DATA	2015-12-02	06:11:00:000	3.13512e-308	25	11.9515	0.0993028	94.5712	-781.314	24.8878	29.9212	30.0607	30.8593	157
DATA	2015-12-02	06:12:00:000	3.13512e-308	25.2	11.9494	0.0397211	94.6481	-733.649	24.8942	29.9236	30.0548	30.7377	  9
DATA	2015-12-02	06:13:00:000	3.13512e-308	25.2	11.9515	0.0595817	94.6304	-746.36	24.9164	29.8838	30.0483	30.7275	211
DATA	2015-12-02	06:14:00:000	3.13512e-308	25	11.9492	0.0794423	94.6749	-741.395	24.9139	29.88	30.0438	30.7843	 74
DATA	2015-12-02	06:15:00:000	3.13512e-308	25.2	11.9506	0.0595817	94.7142	-766.618	24.9304	29.8762	30.0362	30.9423	255
DATA	2015-12-02	06:16:00:000	3.13512e-308	25	11.9492	0.0794423	94.5649	-728.485	24.9234	29.8882	30.0317	30.918	125
DATA	2015-12-02	06:17:00:000	3.13512e-308	25.2	11.9501	0.0993028	94.6068	-701.674	24.9043	29.8632	30.0245	30.8045	240
DATA	2015-12-02	06:18:00:000	3.13512e-308	25	11.9481	0.0397211	94.5325	-720.343	24.9151	29.8591	30.0207	30.7397	144
DATA	2015-12-02	06:19:00:000	3.13512e-308	25.2	11.9499	0.0993028	94.4835	-721.733	24.8719	29.8646	30.0131	30.6546	 12
DATA	2015-12-02	06:20:00:000	3.13512e-308	25.2	11.9497	0.0794423	94.5668	-716.371	24.8897	29.8707	30.0041	30.5411	  2
DATA	2015-12-02	06:21:00:000	3.13512e-308	25.2	11.9451	0.139024	94.6176	-731.465	24.8808	29.8604	29.999	30.5918	169
DATA	2015-12-02	06:22:00:000	3.13512e-308	25	11.9494	0.0595817	94.5852	-748.942	24.8548	29.8365	30.0045	30.7681	179
DATA	2015-12-02	06:23:00:000	3.13512e-308	25.2	11.949	0.119163	94.3965	-745.764	24.8312	29.8659	30.001	30.9545	104
DATA	2015-12-02	06:24:00:000	3.13512e-308	25.2	11.9492	0.0993028	93.78	-786.081	24.6959	29.8522	29.9986	30.7944	197
DATA	2015-12-02	06:25:00:000	3.13512e-308	25	11.9449	0.119163	93.7622	-798.593	24.6603	29.8481	29.9976	30.918	 90
DATA	2015-12-02	06:26:00:000	3.13512e-308	25.2	11.9494	0.0794423	93.9421	-737.82	24.7048	29.8508	29.9955	30.8896	242
DATA	2015-12-02	06:27:00:000	3.13512e-308	25.2	11.9494	0.0993028	94.1937	-760.263	24.7264	29.8659	29.9955	30.7681	 37
DATA	2015-12-02	06:28:00:000	3.13512e-308	25	11.9499	0.0595817	94.4816	-760.064	24.7937	29.8522	30.0004	30.9221	161
DATA	2015-12-02	06:29:00:000	3.13512e-308	25.2	11.9449	0.0794423	94.7892	-745.367	24.8617	29.8707	30.001	31.0376	216
