Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	03:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	03:30:00:000	3.13512e-308	25	11.9465	0.0993028	96.9177	-792.834	24.9126	30.0907	30.0956	31.2402	151
DATA	2015-12-02	03:31:00:000	3.13512e-308	25.2	11.9501	0	96.9018	-778.733	24.9062	30.0862	30.0931	31.603	 23
DATA	2015-12-02	03:32:00:000	3.13512e-308	25.2	11.9465	0.0794423	96.9996	-743.977	24.9526	30.0828	30.0921	31.3558	 15
DATA	2015-12-02	03:33:00:000	3.13512e-308	25.2	11.9515	0.0794423	97.006	-743.778	24.9533	30.071	30.0869	31.4287	144
DATA	2015-12-02	03:34:00:000	3.13512e-308	25.2	11.9504	0.0794423	96.952	-743.58	24.9469	30.0655	30.0824	31.066	 93
DATA	2015-12-02	03:35:00:000	3.13512e-308	25.2	11.9513	0.119163	96.8719	-744.175	24.8992	30.0527	30.0731	31.0599	198
DATA	2015-12-02	03:36:00:000	3.13512e-308	25.2	11.9504	0.0993028	96.9094	-749.736	24.9514	30.0503	30.0686	31.0903	245
DATA	2015-12-02	03:37:00:000	3.13512e-308	25	11.951	0.119163	96.884	-743.977	24.8897	30.0421	30.0641	31.0356	253
DATA	2015-12-02	03:38:00:000	3.13512e-308	25.2	11.9508	0.0397211	96.917	-747.949	24.9336	30.0407	30.0624	31.1693	198
DATA	2015-12-02	03:39:00:000	3.13512e-308	25.2	11.9492	0.0794423	96.9691	-754.105	24.952	30.0358	30.0607	31.2119	192
DATA	2015-12-02	03:40:00:000	3.13512e-308	25.2	11.9446	0.158885	96.9304	-741.792	24.9304	30.0355	30.0565	31.3659	198
DATA	2015-12-02	03:41:00:000	3.13512e-308	25.2	11.9481	0.119163	96.8605	-750.928	24.9266	30.0358	30.0569	31.1328	193
DATA	2015-12-02	03:42:00:000	3.13512e-308	25.2	11.9485	0.0794423	96.7601	-748.346	24.8598	30.0369	30.0562	31.1936	  1
DATA	2015-12-02	03:43:00:000	3.13512e-308	25	11.9467	0.158885	96.8445	-791.245	24.898	30.0338	30.0569	31.2848	 76
DATA	2015-12-02	03:44:00:000	3.13512e-308	25.2	11.9419	0.119163	97.0002	-797.203	24.9552	30.0341	30.0565	31.3233	161
DATA	2015-12-02	03:45:00:000	3.13512e-308	25.2	11.9465	0.198606	96.9596	-744.573	24.9774	30.0389	30.0534	31.4308	218
DATA	2015-12-02	03:46:00:000	3.13512e-308	25.2	11.9442	0.0794423	96.842	-749.935	24.931	30.0427	30.0534	31.2423	132
DATA	2015-12-02	03:47:00:000	3.13512e-308	25.2	11.9465	0.0397211	96.713	-753.113	24.8643	30.0448	30.052	31.1491	122
DATA	2015-12-02	03:48:00:000	3.13512e-308	25.2	11.9444	0.139024	96.7365	-774.165	24.8904	30.041	30.0514	31.1126	123
DATA	2015-12-02	03:49:00:000	3.13512e-308	25.2	11.9472	0.139024	96.8618	-759.27	24.9488	30.0427	30.0524	31.1045	144
DATA	2015-12-02	03:50:00:000	3.13512e-308	25.2	11.9451	0.119163	96.8306	-793.628	24.9781	30.0427	30.0524	31.1085	182
DATA	2015-12-02	03:51:00:000	3.13512e-308	25.2	11.9476	0.0993028	96.7982	-767.611	24.9431	30.0358	30.0524	31.0862	247
DATA	2015-12-02	03:52:00:000	3.13512e-308	25.2	11.9437	0.0595817	96.7867	-778.335	24.9698	30.0341	30.0527	31.0416	  5
DATA	2015-12-02	03:53:00:000	3.13512e-308	25.2	11.9453	0.0595817	96.7352	-755.694	24.9571	30.04	30.0527	31.0153	140
DATA	2015-12-02	03:54:00:000	3.13512e-308	25.2	11.9442	0.0993028	96.6857	-771.782	24.9329	30.0396	30.0524	31.3699	 10
DATA	2015-12-02	03:55:00:000	3.13512e-308	25.2	11.9446	0.139024	96.6227	-809.715	24.9234	30.0383	30.0524	31.2159	181
DATA	2015-12-02	03:56:00:000	3.13512e-308	25.2	11.9437	0.119163	96.5802	-811.9	24.9012	30.0379	30.0527	31.3132	 69
DATA	2015-12-02	03:57:00:000	3.13512e-308	25.2	11.9501	0.119163	96.6393	-774.562	24.924	30.0379	30.0527	31.143	 82
DATA	2015-12-02	03:58:00:000	3.13512e-308	25.2	11.949	0.139024	96.6812	-770.193	24.9463	30.0355	30.0527	31.1572	136
DATA	2015-12-02	03:59:00:000	3.13512e-308	25.2	11.9488	0.0993028	96.6075	-749.736	24.8961	30.0352	30.0524	30.9748	 14
