Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	16:00:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-01	16:00:00:000	3.13512e-308	30.8	11.9485	391.035	70.7252	4652.54	29.3042	30.4956	30.0241	40.2687	 83
DATA	2015-12-01	16:01:00:000	3.13512e-308	30.8	11.9488	380.687	70.0439	4608.05	29.2431	30.5148	30.0231	40.2545	 82
DATA	2015-12-01	16:02:00:000	3.13512e-308	30.8	11.9494	366.805	71.1053	4234.27	29.2165	30.491	30.0238	40.3903	 27
DATA	2015-12-01	16:03:00:000	3.13512e-308	30.8	11.9442	360.35	72.3751	4199.52	29.2597	30.4529	30.0296	40.4207	 43
DATA	2015-12-01	16:04:00:000	3.13512e-308	30.8	11.9485	364.998	72.6871	3631.7	29.2355	30.5286	30.0327	40.0964	 63
DATA	2015-12-01	16:05:00:000	3.13512e-308	30.8	11.9426	542.372	71.976	4972.69	29.123	30.6841	30.0324	39.9424	  5
DATA	2015-12-01	16:06:00:000	3.13512e-308	30.8	11.9481	632.559	72.7113	6199.68	29.0925	30.6409	30.03	39.9282	 13
DATA	2015-12-01	16:07:00:000	3.13512e-308	30.8	11.949	747.929	71.4027	7854.06	29.0938	30.5791	30.0338	39.9688	 89
DATA	2015-12-01	16:08:00:000	3.13512e-308	30.8	11.9492	741.137	73.7275	7696.17	29.1523	30.6258	30.04	40.0498	  7
DATA	2015-12-01	16:09:00:000	3.13512e-308	30.8	11.9474	746.777	72.5664	7722.18	29.0487	30.5873	30.0376	39.9282	139
DATA	2015-12-01	16:10:00:000	3.13512e-308	30.8	11.949	741.196	73.9156	8439.95	29.0951	30.7234	30.0524	40.0397	 57
DATA	2015-12-01	16:11:00:000	3.13512e-308	30.8	11.9485	737.383	72.2893	8662.98	29.1389	30.747	30.0676	40.0194	 77
DATA	2015-12-01	16:12:00:000	3.13512e-308	30.8	11.9465	713.55	73.9341	8568.24	29.177	30.7041	30.0866	40.1978	  8
DATA	2015-12-01	16:13:00:000	3.13512e-308	31.1	11.949	683.521	75.397	8080.07	29.2088	30.7217	30.0876	40.0194	253
DATA	2015-12-01	16:14:00:000	3.13512e-308	30.8	11.9467	691.108	75.092	8081.66	29.1421	30.7897	30.0776	40.0417	 55
DATA	2015-12-01	16:15:00:000	3.13512e-308	30.8	11.9492	694.167	75.7631	7873.32	29.1275	30.6339	30.0873	39.8918	134
DATA	2015-12-01	16:16:00:000	3.13512e-308	30.8	11.9494	696.51	75.7657	7322.39	29.1052	30.7291	30.1166	40.0113	 45
DATA	2015-12-01	16:17:00:000	3.13512e-308	30.8	11.9488	677.325	75.5788	7272.34	29.0633	30.7439	30.1377	39.9749	146
DATA	2015-12-01	16:18:00:000	3.13512e-308	30.8	11.949	664.733	75.1301	6839.58	29.0817	30.7646	30.1803	39.7742	 71
DATA	2015-12-01	16:19:00:000	3.13512e-308	30.8	11.9488	641.774	75.0272	6808	28.9972	30.746	30.2049	39.7317	187
DATA	2015-12-01	16:20:00:000	3.13512e-308	30.8	11.9465	626.402	75.6214	6394.11	29.0137	30.759	30.2243	39.9363	 43
DATA	2015-12-01	16:21:00:000	3.13512e-308	30.8	11.9469	610.236	75.1288	6066.21	28.9934	30.7185	30.2545	39.837	 64
DATA	2015-12-01	16:22:00:000	3.13512e-308	30.8	11.9455	643.721	76.8188	5987.36	29.0341	30.7111	30.2361	39.8026	104
DATA	2015-12-01	16:23:00:000	3.13512e-308	30.8	11.9499	651.387	75.6901	6465.41	29.0366	30.5235	30.1945	39.5979	131
DATA	2015-12-01	16:24:00:000	3.13512e-308	30.8	11.9449	613.572	75.3265	6223.51	29.048	30.6911	30.2371	39.7458	 53
DATA	2015-12-01	16:25:00:000	3.13512e-308	30.8	11.9492	613.711	76.5188	5843.18	29.0658	30.7615	30.2847	39.7884	132
DATA	2015-12-01	16:26:00:000	3.13512e-308	30.8	11.9437	665.329	74.4876	6546.64	29.0169	30.7724	30.3361	39.7195	132
DATA	2015-12-01	16:27:00:000	3.13512e-308	30.8	11.9501	656.372	75.5172	6508.51	29.0112	30.7576	30.4316	39.7783	105
DATA	2015-12-01	16:28:00:000	3.13512e-308	30.8	11.9449	651.188	74.4914	6860.83	29.0709	30.7579	30.4825	39.7418	140
DATA	2015-12-01	16:29:00:000	3.13512e-308	30.8	11.9499	651.725	74.4489	7339.87	29.1796	30.7734	30.506	39.9667	108
