Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	23:00:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-01	23:00:00:000	3.13512e-308	25.2	11.9508	-0.0595817	97.6587	-534.646	25.1535	30.2781	30.3226	32.2252	 30
DATA	2015-12-01	23:01:00:000	3.13512e-308	25.2	11.946	-0.33763	97.5735	-524.12	25.121	30.2829	30.3219	32.1421	  3
DATA	2015-12-01	23:02:00:000	3.13512e-308	25.2	11.9332	-0.377351	97.4846	-533.058	25.0562	30.2829	30.3246	32.0995	234
DATA	2015-12-01	23:03:00:000	3.13512e-308	25.2	11.9449	-0.35749	97.4775	-541.002	25.0454	30.2746	30.3271	32.2576	180
DATA	2015-12-01	23:04:00:000	3.13512e-308	25.2	11.9508	-0.35749	97.4426	-535.64	25.0302	30.2683	30.3316	32.3103	112
DATA	2015-12-01	23:05:00:000	3.13512e-308	25.2	11.9462	-0.377351	97.442	-552.124	25.0086	30.2604	30.334	32.3528	110
DATA	2015-12-01	23:06:00:000	3.13512e-308	25.2	11.9501	-0.317769	97.4439	-562.252	24.9882	30.2941	30.3382	32.3326	239
DATA	2015-12-01	23:07:00:000	3.13512e-308	25.2	11.946	-0.317769	97.5144	-568.807	25.0251	30.2694	30.3323	32.3893	193
DATA	2015-12-01	23:08:00:000	3.13512e-308	25.2	11.9483	-0.33763	97.6231	-565.629	25.0619	30.2756	30.3285	32.5129	193
DATA	2015-12-01	23:09:00:000	3.13512e-308	25.2	11.9465	-0.258187	97.6142	-548.748	25.0664	30.2836	30.3253	32.3326	246
DATA	2015-12-01	23:10:00:000	3.13512e-308	25.2	11.9483	-0.258187	97.6638	-541.399	25.0988	30.2906	30.3219	32.3143	249
DATA	2015-12-01	23:11:00:000	3.13512e-308	25.2	11.9465	-0.258187	97.6822	-544.18	25.109	30.2906	30.3139	32.1968	139
DATA	2015-12-01	23:12:00:000	3.13512e-308	25.5	11.9446	-0.258187	97.5799	-548.35	25.0797	30.2878	30.3149	32.2393	220
DATA	2015-12-01	23:13:00:000	3.13512e-308	25.5	11.9458	-0.297909	97.6257	-553.514	25.1128	30.2906	30.3159	32.2414	241
DATA	2015-12-01	23:14:00:000	3.13512e-308	25.2	11.9449	-0.258187	97.6047	-541.2	25.1052	30.3062	30.3139	32.1806	116
DATA	2015-12-01	23:15:00:000	3.13512e-308	25.2	11.946	-0.258187	97.6053	-562.451	25.1179	30.3264	30.3132	32.3083	172
DATA	2015-12-01	23:16:00:000	3.13512e-308	25.5	11.9453	-0.238327	97.5468	-543.385	25.0969	30.3107	30.3128	32.29	142
DATA	2015-12-01	23:17:00:000	3.13512e-308	25.5	11.9469	-0.278048	97.4973	-542.392	25.0651	30.3062	30.3107	32.1846	240
DATA	2015-12-01	23:18:00:000	3.13512e-308	25.5	11.946	-0.218466	97.5373	-554.309	25.0556	30.2923	30.3069	32.2697	199
DATA	2015-12-01	23:19:00:000	3.13512e-308	25.5	11.9467	-0.218466	97.6142	-532.859	25.0893	30.2944	30.3111	32.0934	243
DATA	2015-12-01	23:20:00:000	3.13512e-308	25.5	11.9462	-0.218466	97.6581	-543.981	25.1242	30.2805	30.3111	32.1056	216
DATA	2015-12-01	23:21:00:000	3.13512e-308	25.5	11.9472	-0.178745	97.6244	-571.19	25.1249	30.2739	30.3173	32.2333	184
DATA	2015-12-01	23:22:00:000	3.13512e-308	25.2	11.9465	-0.0397211	97.5017	-539.611	25.0651	30.2555	30.3253	32.0286	 10
DATA	2015-12-01	23:23:00:000	3.13512e-308	25.5	11.9515	0.0595817	97.449	-547.159	25.0047	30.259	30.3278	32.0266	150
DATA	2015-12-01	23:24:00:000	3.13512e-308	25.5	11.9467	0.0993028	97.4756	-545.371	24.9927	30.2565	30.3302	32.2758	  5
DATA	2015-12-01	23:25:00:000	3.13512e-308	25.5	11.9522	0.0794423	97.4458	-571.19	24.9672	30.2722	30.3389	32.4704	201
DATA	2015-12-01	23:26:00:000	3.13512e-308	25.5	11.951	-0.0198606	97.5557	-577.545	25.0136	30.2715	30.341	32.3832	183
DATA	2015-12-01	23:27:00:000	3.13512e-308	25.5	11.9513	0	97.6155	-562.849	25.0664	30.2718	30.3483	32.286	 49
DATA	2015-12-01	23:28:00:000	3.13512e-308	25.5	11.946	0.0595817	97.6187	-580.524	25.0696	30.2697	30.3424	32.3062	208
DATA	2015-12-01	23:29:00:000	3.13512e-308	25.2	11.9515	0.0993028	97.6358	-572.779	25.095	30.26	30.3375	32.1056	103
