Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	12:00:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	12:00:00:000	2.85604e-308	30.6	11.83	796.19	79.816	682.853	28.7112	30.6387	30.2986	38.1955	185
DATA	2015-12-02	12:01:00:000	2.85604e-308	30.8	11.8312	800.738	79.5389	700.698	28.6909	30.6928	30.2861	38.3434	129
DATA	2015-12-02	12:02:00:000	2.85604e-308	30.8	11.8243	805.942	80.2977	678.735	28.7252	30.7118	30.2819	38.3779	132
DATA	2015-12-02	12:03:00:000	2.85604e-308	31.1	11.8236	807.213	78.6465	696.083	28.722	30.6654	30.2809	38.2603	 56
DATA	2015-12-02	12:04:00:000	2.85604e-308	31.1	11.8245	805.664	78.7603	688.3	28.7258	30.6335	30.285	38.2219	219
DATA	2015-12-02	12:05:00:000	2.85604e-308	31.4	11.9458	804.253	79.5033	683.364	28.7392	30.6317	30.2947	38.2502	113
DATA	2015-12-02	12:06:00:000	2.85604e-308	31.4	11.9467	800.56	79.638	677.99	28.7557	30.6566	30.3159	38.2989	  5
DATA	2015-12-02	12:07:00:000	2.85604e-308	31.1	11.951	796.23	78.1591	678.18	28.7411	30.6781	30.3236	38.2887	227
DATA	2015-12-02	12:08:00:000	2.85604e-308	31.1	11.9538	809	78.236	703.969	28.7455	30.6819	30.3173	38.3596	141
DATA	2015-12-02	12:09:00:000	2.85604e-308	31.1	11.9467	809.934	77.4359	722.545	28.7239	30.7171	30.3083	38.3678	134
DATA	2015-12-02	12:10:00:000	2.85604e-308	31.1	11.9529	804.889	79.6475	704.875	28.7932	30.7238	30.3052	38.463	 79
DATA	2015-12-02	12:11:00:000	2.85604e-308	31.1	11.9506	808.504	78.2906	701.881	28.757	30.7206	30.3027	38.4083	 48
DATA	2015-12-02	12:12:00:000	2.85604e-308	31.1	11.9533	814.005	77.2833	713.111	28.7856	30.7368	30.308	38.4407	 44
DATA	2015-12-02	12:13:00:000	2.85604e-308	31.1	11.9506	819.229	77.7524	731.979	28.8015	30.7498	30.3274	38.4671	130
DATA	2015-12-02	12:14:00:000	2.85604e-308	31.1	11.9462	822.645	78.3752	711.242	28.8529	30.7593	30.3385	38.4448	120
DATA	2015-12-02	12:15:00:000	2.85604e-308	31.1	11.9508	829.417	76.916	737.338	28.8078	30.7681	30.3539	38.5846	 90
DATA	2015-12-02	12:16:00:000	2.85604e-308	31.1	11.952	837.877	77.5013	738.828	28.7951	30.766	30.3643	38.6434	 31
DATA	2015-12-02	12:17:00:000	2.85604e-308	31.1	11.9508	834.819	76.9351	748.042	28.8059	30.7762	30.349	38.5988	 92
DATA	2015-12-02	12:18:00:000	2.85604e-308	31.1	11.9478	840.042	76.59	744.056	28.8332	30.8101	30.3518	38.5623	  2
DATA	2015-12-02	12:19:00:000	2.85604e-308	31.1	11.9465	845.226	77.931	739.339	28.8644	30.8316	30.3563	38.6332	 76
DATA	2015-12-02	12:20:00:000	2.85604e-308	31.1	11.951	843.677	76.5468	747.108	28.8942	30.8295	30.3302	38.6231	 65
DATA	2015-12-02	12:21:00:000	2.85604e-308	31.1	11.9515	840.837	76.6447	752.876	28.8879	30.8196	30.3121	38.6373	135
DATA	2015-12-02	12:22:00:000	2.85604e-308	31.1	11.9472	818.156	76.3287	748.904	28.912	30.8291	30.3034	38.7852	 67
DATA	2015-12-02	12:23:00:000	2.85604e-308	31.1	11.9373	809.02	77.6532	738.711	28.9362	30.8239	30.3041	38.9271	 55
DATA	2015-12-02	12:24:00:000	2.85604e-308	31.1	11.9371	821.572	76.4387	745.779	28.9654	30.8415	30.3288	38.8967	149
DATA	2015-12-02	12:25:00:000	2.85604e-308	31.1	11.9369	813.29	76.3097	748.889	29.0061	30.8422	30.3173	38.9474	 78
DATA	2015-12-02	12:26:00:000	2.85604e-308	31.1	11.8167	815.753	76.9071	728.547	29.0086	30.8694	30.3128	38.9068	132
DATA	2015-12-02	12:27:00:000	2.85604e-308	31.4	11.8161	826.16	75.793	752.628	29.0036	30.9228	30.3236	38.8481	 13
DATA	2015-12-02	12:28:00:000	2.85604e-308	31.4	11.8158	789.895	77.228	709.782	29.0061	30.9228	30.3298	38.842	 40
DATA	2015-12-02	12:29:00:000	2.85604e-308	31.7	11.8149	817.977	75.9583	730.095	29.0213	30.9515	30.3326	38.9433	130
