Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	05:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-01	05:30:00:000	3.13512e-308	26.9	11.9446	0.139024	90.6754	-398.999	26.3375	29.645	29.6856	36.1993	194
DATA	2015-12-01	05:31:00:000	3.13512e-308	26.6	11.9458	0.0993028	90.9818	-434.946	26.3756	29.657	29.6856	36.2358	244
DATA	2015-12-01	05:32:00:000	3.13512e-308	26.6	11.9439	0.0397211	91.8111	-476.654	26.4309	29.6617	29.6877	36.1568	 18
DATA	2015-12-01	05:33:00:000	3.13512e-308	26.6	11.9506	0.119163	92.7955	-451.629	26.5326	29.6546	29.6887	36.0656	230
DATA	2015-12-01	05:34:00:000	3.13512e-308	26.9	11.9449	0.139024	92.8547	-469.504	26.5364	29.6488	29.6904	35.9804	237
DATA	2015-12-01	05:35:00:000	3.13512e-308	26.9	11.9508	0	92.8394	-440.507	26.5249	29.6477	29.6911	35.95	 24
DATA	2015-12-01	05:36:00:000	3.13512e-308	26.9	11.9428	0.0397211	92.8032	-413.497	26.4684	29.6498	29.689	35.9582	241
DATA	2015-12-01	05:37:00:000	3.13512e-308	26.9	11.9458	0.0595817	92.9208	-395.225	26.4722	29.644	29.6859	36.0311	228
DATA	2015-12-01	05:38:00:000	3.13512e-308	26.9	11.9446	0.0595817	92.8331	-394.431	26.462	29.6276	29.6798	36.1628	238
DATA	2015-12-01	05:39:00:000	3.13512e-308	26.9	11.9455	0.0794423	92.7383	-373.974	26.4423	29.6338	29.6866	36.1284	 34
DATA	2015-12-01	05:40:00:000	3.13512e-308	26.9	11.9444	0.0993028	92.059	-322.933	26.3095	29.6362	29.6853	36.1709	215
DATA	2015-12-01	05:41:00:000	3.13512e-308	26.9	11.9453	0.0993028	91.9382	-360.668	26.1792	29.6382	29.6839	36.2662	 29
DATA	2015-12-01	05:42:00:000	3.13512e-308	26.9	11.9446	0.0993028	92.3494	-323.727	26.1347	29.6409	29.6835	36.25	169
DATA	2015-12-01	05:43:00:000	3.13512e-308	26.9	11.9453	0.119163	92.5795	-321.94	26.1614	29.627	29.6805	36.3128	108
DATA	2015-12-01	05:44:00:000	3.13512e-308	26.9	11.943	0.0595817	92.9869	-306.448	26.2104	29.6317	29.6819	36.175	179
DATA	2015-12-01	05:45:00:000	3.13512e-308	26.9	11.9437	0.0993028	93.0657	-311.016	26.2288	29.6324	29.6819	36.1973	 15
DATA	2015-12-01	05:46:00:000	3.13512e-308	26.9	11.9444	0.119163	93.1337	-364.044	26.2269	29.6355	29.6754	36.2581	214
DATA	2015-12-01	05:47:00:000	3.13512e-308	26.9	11.9451	0.0794423	93.168	-350.738	26.2358	29.6436	29.6774	36.2419	228
DATA	2015-12-01	05:48:00:000	3.13512e-308	26.9	11.9492	0.119163	93.372	-347.957	26.2847	29.645	29.6815	36.2398	137
DATA	2015-12-01	05:49:00:000	3.13512e-308	26.9	11.9451	0.0595817	93.2823	-363.647	26.3038	29.6406	29.6801	36.2925	 17
DATA	2015-12-01	05:50:00:000	3.13512e-308	26.9	11.949	0.0993028	92.8578	-309.031	26.237	29.6239	29.6784	36.325	123
DATA	2015-12-01	05:51:00:000	3.13512e-308	26.9	11.9449	0.0993028	92.1962	-394.431	26.1379	29.6392	29.6747	36.3047	 25
DATA	2015-12-01	05:52:00:000	3.13512e-308	26.9	11.9492	0.0993028	92.3875	-377.549	26.1487	29.6389	29.6709	36.3533	 44
DATA	2015-12-01	05:53:00:000	3.13512e-308	26.9	11.9449	0.0993028	92.4727	-391.054	26.1252	29.6481	29.6614	36.3858	 19
DATA	2015-12-01	05:54:00:000	3.13512e-308	26.9	11.9497	0.0595817	92.713	-362.058	26.1322	29.644	29.6648	36.3108	168
DATA	2015-12-01	05:55:00:000	3.13512e-308	26.9	11.9451	0.119163	92.699	-391.65	26.1373	29.6379	29.6644	36.1487	131
DATA	2015-12-01	05:56:00:000	3.13512e-308	26.9	11.9492	0.0993028	92.8813	-417.271	26.1716	29.6365	29.6546	36.0088	 22
DATA	2015-12-01	05:57:00:000	3.13512e-308	26.9	11.9449	0.0794423	92.997	-448.253	26.1907	29.6382	29.6535	35.8872	247
DATA	2015-12-01	05:58:00:000	3.13512e-308	26.9	11.949	0.139024	92.7562	-446.267	26.1449	29.6362	29.6542	35.7737	180
DATA	2015-12-01	05:59:00:000	3.13512e-308	26.9	11.9455	0.0397211	93.1674	-473.079	26.0858	29.6409	29.6597	35.6562	 36
