Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	15:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-02	15:30:00:000	2.85604e-308	31.1	11.9327	223.392	77.7441	179.651	29.2006	30.9838	30.9799	38.4975	134
DATA	2015-12-02	15:31:00:000	2.85604e-308	31.1	11.9375	223.809	77.9265	179.84	29.2355	30.9884	30.983	38.8744	 43
DATA	2015-12-02	15:32:00:000	2.85604e-308	31.1	11.9318	220.75	77.4734	177.84	29.1701	30.9774	30.9841	38.846	224
DATA	2015-12-02	15:33:00:000	2.85604e-308	31.1	11.938	213.72	77.8572	170.567	29.177	30.9721	30.987	38.8926	185
DATA	2015-12-02	15:34:00:000	2.85604e-308	31.1	11.9325	211.138	77.7346	167.573	29.1866	30.9682	30.9845	38.994	 86
DATA	2015-12-02	15:35:00:000	2.85604e-308	31.1	11.9391	212.23	76.9872	168.362	29.1828	30.9625	30.9799	38.8116	 83
DATA	2015-12-02	15:36:00:000	2.85604e-308	31.1	11.9373	218.744	77.3005	173.269	29.1249	30.9781	30.9735	38.7366	129
DATA	2015-12-02	15:37:00:000	2.85604e-308	31.1	11.9378	235.05	77.9144	185.725	29.1033	30.9618	30.9597	38.8663	 83
DATA	2015-12-02	15:38:00:000	2.85604e-308	30.8	11.9378	242.339	78.3059	193.933	29.1726	30.9455	30.9533	38.7913	141
DATA	2015-12-02	15:39:00:000	2.85604e-308	31.1	11.9391	240.75	77.3412	197.525	29.1593	30.9427	30.9423	38.8096	 73
DATA	2015-12-02	15:40:00:000	2.85604e-308	30.8	11.9407	240.114	78.0701	193.728	29.1535	30.9653	30.9331	38.919	 54
DATA	2015-12-02	15:41:00:000	2.85604e-308	30.8	11.9389	241.445	78.3046	193.714	29.1713	30.9646	30.915	38.7427	 72
DATA	2015-12-02	15:42:00:000	2.85604e-308	30.8	11.9401	241.286	78.1591	194.896	29.1561	30.874	30.8472	38.8298	 84
DATA	2015-12-02	15:43:00:000	2.85604e-308	31.1	11.9373	244.821	78.4521	194.94	29.1307	30.8412	30.7298	38.8238	 64
DATA	2015-12-02	15:44:00:000	2.85604e-308	30.8	11.9398	247.085	78.1998	198.708	29.1859	30.8567	30.6279	38.8542	171
DATA	2015-12-02	15:45:00:000	2.85604e-308	30.8	11.9382	246.668	78.3663	199.657	29.2203	30.6627	30.5186	38.846	 92
DATA	2015-12-02	15:46:00:000	2.85604e-308	30.8	11.9382	247.562	77.9106	186.981	29.2317	30.453	30.4013	38.7245	 65
DATA	2015-12-02	15:47:00:000	2.85604e-308	30.8	11.9385	251.395	78.6497	201.088	29.2959	30.3361	30.3135	38.8379	139
DATA	2015-12-02	15:48:00:000	2.85604e-308	30.8	11.9391	256.797	78.1006	207.674	29.2978	30.3288	30.2756	38.8683	151
DATA	2015-12-02	15:49:00:000	2.85604e-308	30.8	11.9373	263.689	78.8665	212.172	29.3201	30.3925	30.2434	38.767	 75
DATA	2015-12-02	15:50:00:000	2.85604e-308	30.8	11.9325	268.257	77.9379	208.697	29.3798	30.4128	30.2028	38.8075	143
DATA	2015-12-02	15:51:00:000	2.85604e-308	30.8	11.9389	262.517	77.8121	206.141	29.348	30.3198	30.1768	38.844	 17
DATA	2015-12-02	15:52:00:000	2.85604e-308	30.8	11.9371	254.136	78.2449	194.561	29.3944	30.3229	30.1512	38.8197	119
DATA	2015-12-02	15:53:00:000	2.85604e-308	30.8	11.9389	242.736	78.5277	180.176	29.3664	30.2927	30.1439	38.8055	135
DATA	2015-12-02	15:54:00:000	2.85604e-308	30.8	11.9375	236.956	78.4038	174.043	29.4097	30.2081	30.1349	38.8886	132
DATA	2015-12-02	15:55:00:000	2.85604e-308	30.8	11.9394	235.089	77.8973	177.884	29.3976	30.1754	30.1225	38.8035	147
DATA	2015-12-02	15:56:00:000	2.85604e-308	30.8	11.9371	225.954	78.4528	181.958	29.3671	30.1467	30.1201	38.9332	121
DATA	2015-12-02	15:57:00:000	2.85604e-308	30.8	11.9364	220.472	78.6459	173.108	29.3874	30.1682	30.1059	38.844	 73
DATA	2015-12-02	15:58:00:000	2.85604e-308	30.8	11.9346	216.282	79.2719	167.194	29.4344	30.1924	30.0983	38.7549	136
DATA	2015-12-02	15:59:00:000	2.85604e-308	30.8	11.9318	215.567	78.8411	165.266	29.4573	30.1789	30.0956	38.7751	141
