Instrument:	Biomet_Sains
File Type:	2
Software Version:	7.5.0
Timestamp:	13:30:00
Timezone:	Asia/Kuala_Lumpur
DATAH	DATE	TIME	(other)	LOGGERTEMP(C)	LOGGERVIN(V)	RG(W/m^2)	RH(%)	RN(W/m^2)	TA(C)	TS1(C)	TS2(C)	TW(C)	CHK
DATA	2015-12-01	13:30:00:000	3.13512e-308	31.4	11.9446	193.343	79.5897	2224.38	28.0725	30.8648	30.4892	38.8318	122
DATA	2015-12-01	13:31:00:000	3.13512e-308	31.4	11.9501	205.974	80.8665	2179.7	28.0941	30.8669	30.5172	38.8825	 62
DATA	2015-12-01	13:32:00:000	3.13512e-308	31.4	11.9446	228.615	79.9767	2264.5	28.1208	30.8683	30.4969	38.8846	 82
DATA	2015-12-01	13:33:00:000	3.13512e-308	31.4	11.9455	335.882	80.665	3396.36	28.1265	30.8186	30.4396	38.998	 26
DATA	2015-12-01	13:34:00:000	3.13512e-308	31.4	11.9442	419.713	81.1042	4867.62	28.1303	30.7122	30.4037	38.8724	 78
DATA	2015-12-01	13:35:00:000	3.13512e-308	31.1	11.9458	401.461	81.4258	4851.14	28.1799	30.7118	30.3835	38.8967	114
DATA	2015-12-01	13:36:00:000	3.13512e-308	31.4	11.9442	250.402	81.1284	3065.48	28.1945	30.7259	30.381	38.7711	 37
DATA	2015-12-01	13:37:00:000	3.13512e-308	31.1	11.9467	227.761	80.0238	2572.94	28.1545	30.7259	30.3932	38.7873	112
DATA	2015-12-01	13:38:00:000	3.13512e-308	31.1	11.9444	213.024	80.5163	2415.64	28.1488	30.7097	30.412	38.7569	 40
DATA	2015-12-01	13:39:00:000	3.13512e-308	31.1	11.9508	211.654	79.5262	2416.44	28.1017	30.6907	30.3981	38.69	253
DATA	2015-12-01	13:40:00:000	3.13512e-308	31.1	11.9444	223.551	80.3587	2476.21	28.0541	30.7139	30.3936	38.7549	 93
DATA	2015-12-01	13:41:00:000	3.13512e-308	31.1	11.9497	246.49	80.6949	2863.89	28.1074	30.7329	30.3974	38.9919	 88
DATA	2015-12-01	13:42:00:000	3.13512e-308	31.1	11.9442	277.77	79.5446	3189.8	28.1233	30.7621	30.3988	38.8866	 25
DATA	2015-12-01	13:43:00:000	3.13512e-308	31.1	11.9508	293.4	80.5449	3578.08	28.131	30.7794	30.3869	39.1298	220
DATA	2015-12-01	13:44:00:000	3.13512e-308	31.1	11.9444	288.713	80.7496	3071.04	28.178	30.7974	30.3922	39.075	  4
DATA	2015-12-01	13:45:00:000	3.13512e-308	31.1	11.9506	288.812	80.3759	2947.31	28.2059	30.8126	30.4068	39.0386	106
DATA	2015-12-01	13:46:00:000	3.13512e-308	31.1	11.9442	292.07	79.4543	3005.7	28.2047	30.8309	30.4256	39.0305	236
DATA	2015-12-01	13:47:00:000	3.13512e-308	31.1	11.9508	307.938	79.3063	3407.48	28.1945	30.6908	30.4403	38.919	 62
DATA	2015-12-01	13:48:00:000	3.13512e-308	31.1	11.9446	291.315	79.4569	3355.64	28.2295	30.6001	30.4983	38.9615	113
DATA	2015-12-01	13:49:00:000	3.13512e-308	30.8	11.9501	276.896	79.0838	3186.83	28.2225	30.591	30.576	38.9271	 24
DATA	2015-12-01	13:50:00:000	3.13512e-308	30.8	11.9506	267.72	80.0473	3189.61	28.2886	30.5763	30.6356	38.9251	 60
DATA	2015-12-01	13:51:00:000	3.13512e-308	31.1	11.9506	265.496	78.8207	3169.55	28.2555	30.611	30.6229	38.8744	 59
DATA	2015-12-01	13:52:00:000	3.13512e-308	31.1	11.9506	270.997	81.3209	3123.27	28.3153	30.6598	30.5819	38.9251	103
DATA	2015-12-01	13:53:00:000	3.13512e-308	30.8	11.9497	288.634	79.183	3377.69	28.2638	30.6591	30.577	39.0345	 34
DATA	2015-12-01	13:54:00:000	3.13512e-308	30.8	11.9442	307.481	78.965	3677.18	28.2136	30.5718	30.5539	38.9474	 76
DATA	2015-12-01	13:55:00:000	3.13512e-308	30.8	11.9506	315.723	78.6288	3827.73	28.1926	30.5304	30.5147	38.9697	125
DATA	2015-12-01	13:56:00:000	3.13512e-308	30.8	11.9504	283.172	81.0921	3489.7	28.2193	30.4707	30.4906	39.0629	 53
DATA	2015-12-01	13:57:00:000	3.13512e-308	30.8	11.9508	256.261	81.169	2808.09	28.239	30.4089	30.457	38.919	169
DATA	2015-12-01	13:58:00:000	3.13512e-308	30.8	11.9513	235.427	80.6479	2493.69	28.2142	30.3883	30.4396	38.8521	117
DATA	2015-12-01	13:59:00:000	3.13512e-308	30.8	11.951	242.14	80.1667	2525.27	28.211	30.3786	30.4253	38.7245	192
